,year,selling_price,km_driven,StateorProvince,City,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,sold,Region,brand
4633,2016,2000000,68089,Maryland,Dundalk,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5,Y,East,TOYOTA
4634,2017,450000,56290,Maryland,Dundalk,Diesel,Dealer,Manual,First Owner,24,1186,73.97,5,Y,East,HYUNDAI
4635,2019,5400000,7500,Maryland,Dundalk,Diesel,Dealer,Automatic,First Owner,16.78,1995,190,5,Y,East,BMW
4636,2018,2475000,2000,Maryland,Dundalk,Diesel,Dealer,Automatic,First Owner,16.8,1984,150,5,Y,East,VOLVO
4637,2017,3200000,45000,Maryland,Dundalk,Diesel,Dealer,Automatic,First Owner,19.33,1999,177,5,Y,East,JAGUAR
4638,2015,503000,110000,Maryland,Dundalk,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7,Y,East,TATA
4639,2015,600000,80000,Maryland,Crofton,Petrol,Individual,Automatic,First Owner,19,1199,88.7,5,Y,East,HONDA
4640,2009,150000,150000,Maryland,Edgewood,Diesel,Individual,Manual,Fourth & Above Owner,11.57,2179,138.1,7,Y,East,TATA
4641,2009,135000,120000,Maryland,Edgewood,Petrol,Individual,Manual,First Owner,15.7,1390,75,5,Y,East,MAHINDRA
4642,2014,650000,50000,Maryland,Cumberland,Diesel,Individual,Manual,First Owner,23.4,1248,74,5,Y,East,MARUTI
4643,2012,550000,83000,Maryland,Cumberland,Petrol,Individual,Manual,First Owner,16.8,1497,116.3,5,Y,East,HONDA
4644,2017,650000,20000,Maryland,Cumberland,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,Y,East,MARUTI
4645,2018,2900000,49000,Maryland,Crofton,Diesel,Individual,Automatic,First Owner,12.9,2755,174.5,7,Y,East,TOYOTA
4646,2017,450000,6750,Maryland,Cumberland,Petrol,Individual,Manual,First Owner,18.5,1198,86.8,5,Y,East,HONDA
4647,2015,650000,26000,Maryland,Columbia,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,5,Y,East,MARUTI
4648,2017,430000,52000,Maryland,Crofton,Petrol,Individual,Manual,First Owner,17,1197,81.86,5,Y,East,HYUNDAI
4649,2017,1143000,51000,Maryland,Cumberland,Diesel,Individual,Automatic,First Owner,17.01,1582,126.2,5,Y,East,HYUNDAI
4650,2019,700000,20000,Maryland,Crofton,Petrol,Individual,Automatic,First Owner,22,1197,81.8,5,Y,East,MARUTI
4651,2011,229999,18500,Maryland,Cumberland,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,5,Y,East,MARUTI
4652,2013,400000,80000,Maryland,Camp Springs,Diesel,Individual,Manual,First Owner,15.96,2523,63,9,Y,East,MAHINDRA
4653,2018,3200000,50000,Maryland,Camp Springs,Diesel,Individual,Manual,First Owner,14.24,2755,174.5,7,Y,East,TOYOTA
4654,2007,200000,50000,Maryland,Camp Springs,Diesel,Individual,Manual,First Owner,17.88,1396,52.8,5,Y,East,TATA
4655,2013,450000,52000,Maryland,Camp Springs,Diesel,Individual,Manual,First Owner,17.21,1493,100,7,Y,East,MAHINDRA
4656,2018,3250000,12000,Maryland,Camp Springs,Diesel,Individual,Automatic,First Owner,10.91,3198,197,7,Y,East,FORD
4657,2013,280000,70000,Maryland,Camp Springs,Diesel,Individual,Manual,First Owner,25,1396,69,5,Y,East,TATA
4658,2019,700000,4500,Maryland,Camp Springs,Petrol,Individual,Manual,First Owner,19.5,1199,88.76,5,Y,East,HONDA
4659,2015,250000,23500,Maryland,Laurel,Petrol,Individual,Manual,First Owner,18.6,1199,76.8,5,N,East,CHEVROLET
4660,2017,975000,82000,Maryland,Laurel,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5,N,East,HONDA
4661,2014,900000,100000,Maryland,Hagerstown,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,8,N,East,TOYOTA
4662,2017,620000,30000,Maryland,Hagerstown,Diesel,Individual,Manual,First Owner,27.39,1248,74,5,N,East,MARUTI
4663,2016,400000,30000,Maryland,Hagerstown,Petrol,Individual,Manual,First Owner,18.9,1197,82,5,N,East,HYUNDAI
4664,2019,500000,11000,Maryland,Laurel,Petrol,Individual,Manual,First Owner,21.63,998,67,5,N,East,MARUTI
4665,2017,200000,140000,Maryland,Laurel,Petrol,Individual,Manual,First Owner,19.02,1198,67.05,7,N,East,DATSUN
4666,2012,252000,48000,Maryland,Laurel,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5,N,East,MARUTI
4667,2012,280000,70000,Maryland,Laurel,Diesel,Individual,Manual,Second Owner,22.9,1248,74,5,N,East,MARUTI
4668,2016,631000,92385,Maryland,Pikesville,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,N,East,MAHINDRA
4669,2015,165000,25000,Maryland,Pikesville,Petrol,Individual,Manual,First Owner,25.4,624,37.5,4,N,East,TATA
4670,2010,320000,60000,Maryland,Perry Hall,Petrol,Individual,Manual,Second Owner,21.1,1197,85.8,5,N,East,MARUTI
4671,2012,360000,100000,Maryland,Potomac,Petrol,Individual,Manual,Second Owner,18.5,1197,85.8,5,N,East,MARUTI
4672,2006,175000,25000,Maryland,Perry Hall,Petrol,Individual,Manual,Third Owner,13,1795,127,5,N,East,HYUNDAI
4673,2016,725000,120000,Maryland,Perry Hall,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,N,East,HYUNDAI
4674,2014,280000,185000,Maryland,Potomac,Diesel,Individual,Manual,Third Owner,19.5,1248,75,5,N,East,FIAT
4675,2011,325000,134000,Maryland,Potomac,Diesel,Individual,Manual,Second Owner,22.07,1199,73.9,5,N,East,VOLKSWAGEN
4676,2014,320000,120000,Maryland,Potomac,Diesel,Individual,Manual,Third Owner,20,1399,68.05,5,N,East,FORD
4677,2018,500000,120000,Maryland,Perry Hall,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,N,East,HYUNDAI
4678,2014,825000,165000,Maryland,Perry Hall,Diesel,Individual,Manual,Second Owner,15.1,2179,140,7,N,East,MAHINDRA
4679,2016,350000,120000,Maryland,Pikesville,Diesel,Individual,Manual,Third Owner,23.2,1248,73.94,5,N,East,MARUTI
4680,2011,470000,89000,Maryland,Pikesville,Diesel,Individual,Manual,First Owner,23,1396,90,5,N,East,HYUNDAI
4681,2009,125000,120000,Maryland,Potomac,Diesel,Individual,Manual,Third Owner,19.2,1461,65,5,N,East,MAHINDRA
4682,2006,140000,120000,Maryland,Parkville,Petrol,Individual,Automatic,First Owner,13.1,1795,127,5,N,East,HYUNDAI
4683,2013,484999,50000,Maryland,Parkville,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,N,East,HONDA
4684,2018,308000,15000,Maryland,Pikesville,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,N,East,MARUTI
4685,2019,570000,13000,Maryland,Perry Hall,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5,N,East,HYUNDAI
4686,2010,900000,240000,Maryland,Parkville,Diesel,Individual,Manual,First Owner,11.5,2982,171,7,N,East,TOYOTA
4687,2017,1800000,45000,Maryland,Potomac,Diesel,Individual,Manual,First Owner,16.3,1956,170,5,N,East,JEEP
4688,2016,470000,23700,Maryland,Annapolis,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5,N,East,MARUTI
4689,2009,190000,100000,Maryland,Annapolis,Diesel,Individual,Manual,Second Owner,17.8,1399,67,5,N,East,FORD
4690,2017,715000,60000,Maryland,Annapolis,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,5,N,East,HYUNDAI
4691,2013,227999,60000,Maryland,Annapolis,Diesel,Individual,Manual,Second Owner,25,1396,69.01,5,N,East,TATA
4692,2017,450000,50000,Maryland,Annapolis,Diesel,Individual,Manual,First Owner,22.95,1248,74,5,N,East,TATA
4693,2016,725000,110000,Maryland,Aspen Hill,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7,N,East,MARUTI
4694,2013,316000,140000,Maryland,Odenton,Diesel,Individual,Manual,First Owner,21.02,1248,88.76,5,N,East,TATA
4695,2017,813000,110000,Maryland,Odenton,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,N,East,MARUTI
4696,2016,1575000,55000,Maryland,Odenton,Diesel,Individual,Automatic,First Owner,11.36,2755,171.5,7,N,East,TOYOTA
4697,2013,900000,73000,Maryland,Odenton,Diesel,Individual,Manual,First Owner,12.99,2494,100,8,N,East,TOYOTA
4698,2015,650000,100000,Maryland,Olney,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7,N,East,MARUTI
4699,2015,459999,32000,Maryland,Olney,Diesel,Individual,Manual,Second Owner,25.83,1498,99,5,N,East,FORD
4700,2012,290000,112072,Maryland,Odenton,Diesel,Individual,Manual,First Owner,21.64,1461,84.8,5,N,East,NISSAN
4701,2014,400000,30000,Maryland,Owings Mills,Diesel,Individual,Manual,First Owner,20,1399,68.05,5,N,East,FORD
4702,2016,565000,70000,Maryland,Owings Mills,Diesel,Individual,Manual,Second Owner,25.2,1248,74,5,N,East,MARUTI
4703,2009,150000,80000,Maryland,Olney,Petrol,Individual,Manual,Second Owner,18,995,62,5,N,East,CHEVROLET
4704,2007,480000,110000,Maryland,Odenton,Diesel,Individual,Automatic,Fourth & Above Owner,16.07,1995,181,5,N,East,BMW
4705,2007,70000,80000,Maryland,Olney,Petrol,Individual,Manual,Second Owner,18.2,1061,64,5,N,East,MARUTI
4706,2007,70000,80000,Maryland,Owings Mills,Petrol,Individual,Manual,Second Owner,18.2,1061,64,5,N,East,MARUTI
4707,2011,1190000,80000,Maryland,Olney,Petrol,Individual,Automatic,Second Owner,10.93,2497,204,5,N,East,MERCEDES-BENZ
4708,2018,750000,40000,Maryland,Randallstown,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,5,N,East,MARUTI
4709,2020,450000,10000,Maryland,Reisterstown,Petrol,Individual,Manual,First Owner,19.02,1198,67.05,5,N,East,DATSUN
4710,2008,175000,60000,Maryland,Reisterstown,Diesel,Individual,Manual,Second Owner,17.8,1248,75,5,N,East,MARUTI
4711,2012,158000,110000,Maryland,Aspen Hill,Diesel,Individual,Manual,Second Owner,19.09,1396,69,5,N,East,TATA
4712,2011,175000,85700,Maryland,Aspen Hill,Diesel,Individual,Manual,Second Owner,17,1405,70,5,N,East,TATA
4713,2010,217000,120000,Maryland,Aspen Hill,Diesel,Individual,Manual,First Owner,21.1,1248,73.9,5,N,East,MARUTI
4714,2013,484999,50000,Maryland,Baltimore,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,N,East,HONDA
4715,2016,550000,35000,Maryland,Aspen Hill,Diesel,Individual,Manual,First Owner,24.4,1120,71,5,N,East,HYUNDAI
4716,2016,2000000,68089,Maryland,Randallstown,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5,N,East,TOYOTA
4717,2013,225000,58343,Maryland,Randallstown,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5,N,East,MARUTI
4718,2018,740000,38817,Maryland,Randallstown,Diesel,Dealer,Manual,First Owner,27.39,1248,74,5,N,East,MARUTI
4719,2016,550000,56494,Maryland,Randallstown,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,N,East,HONDA
4720,2013,750000,79328,Maryland,Randallstown,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7,N,East,TOYOTA
4721,2019,650000,5621,Maryland,Randallstown,Petrol,Trustmark Dealer,Automatic,First Owner,22,1197,81.8,5,N,East,MARUTI
4722,2017,625000,25538,Maryland,Bowie,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5,N,East,TOYOTA
4723,2018,600000,69779,Maryland,Catonsville,Petrol,Dealer,Automatic,First Owner,22,1197,81.8,5,N,East,MARUTI
4724,2019,5500000,8500,Maryland,Catonsville,Diesel,Dealer,Automatic,First Owner,16.78,1995,190,5,N,East,BMW
4725,2016,645000,11000,Maryland,Catonsville,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5,N,East,SKODA
4726,2018,2475000,2000,Maryland,Bowie,Diesel,Dealer,Automatic,First Owner,16.8,1984,150,5,N,East,VOLVO
4727,1999,155000,100000,Maryland,Bethesda,Diesel,Individual,Manual,Third Owner,14.8,1998,68,5,N,East,MITSUBISHI
4728,2019,5150000,20000,Maryland,Bethesda,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,5,N,East,LEXUS
4729,2012,260000,99000,Maryland,Camp Springs,Petrol,Individual,Manual,Second Owner,15.5,1586,103.3,5,N,East,MARUTI
4730,2015,80000,60000,Maryland,Camp Springs,Petrol,Individual,Manual,First Owner,23.9,624,37.48,4,N,East,TATA
4731,2016,400000,100000,Maryland,Camp Springs,Petrol,Individual,Manual,First Owner,18.15,1198,82,5,N,East,MAHINDRA
4732,2018,2475000,2000,Maryland,Middle River,Diesel,Dealer,Automatic,First Owner,16.8,1984,150,5,N,East,VOLVO
4733,2011,300000,60000,Maryland,Middle River,Diesel,Individual,Manual,First Owner,20.3,1248,75,5,N,East,FIAT
4734,2011,400000,475000,Maryland,Middle River,Diesel,Individual,Manual,Third Owner,13.5,2179,115,5,N,East,MAHINDRA
4735,2015,350000,40000,Maryland,Middle River,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,5,N,East,MARUTI
4736,2017,625000,34000,Maryland,Middle River,Diesel,Individual,Manual,Second Owner,28.4,1248,74.02,5,N,East,MARUTI
4737,2014,415000,46000,Maryland,Edgewood,Petrol,Dealer,Manual,First Owner,21.63,998,67.04,5,N,East,MARUTI
4738,2012,925000,96000,Maryland,Edgewood,Diesel,Dealer,Automatic,Second Owner,19.62,1998,190,5,N,East,BMW
4739,2017,375000,20000,Maryland,Edgewood,Petrol,Dealer,Automatic,First Owner,22,999,67,5,N,East,RENAULT
4740,2016,210000,210000,Maryland,Ellicott City,Diesel,Individual,Manual,First Owner,25.2,1248,74,5,N,East,MARUTI
4741,2010,135000,148000,Maryland,Ellicott City,Diesel,Individual,Manual,Second Owner,19.09,1396,69,5,N,East,TATA
4742,2017,700000,54188,Maryland,Essex,Diesel,Individual,Manual,First Owner,18.49,1493,100,7,N,East,MAHINDRA
4743,2014,215000,40000,Maryland,Essex,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,N,East,HYUNDAI
4744,2014,225000,35000,Maryland,Ellicott City,Petrol,Individual,Manual,First Owner,20.63,1198,67,5,N,East,DATSUN
4745,2017,330000,20000,Maryland,Essex,Petrol,Individual,Manual,First Owner,23.01,999,67,5,N,East,RENAULT
4746,2007,54000,144000,Maryland,Essex,LPG,Individual,Manual,Second Owner,10.9,796,32.8,5,N,East,MARUTI
4747,2014,374000,54043,Maryland,Essex,Petrol,Dealer,Automatic,First Owner,18.9,1197,81.86,5,N,East,HYUNDAI
4748,2012,549000,66657,Maryland,Essex,Diesel,Dealer,Automatic,First Owner,22.32,1582,126.32,5,N,East,HYUNDAI
4749,2015,975000,100000,Maryland,Camp Springs,Diesel,Individual,Manual,First Owner,16,2179,140,7,N,East,MAHINDRA
4750,2016,235000,60000,Maryland,Waldorf,Petrol,Individual,Manual,First Owner,23.01,999,67,5,N,East,RENAULT
4751,2018,600000,40000,Maryland,Waldorf,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,N,East,HYUNDAI
4752,2015,525000,60000,Maryland,Waldorf,Diesel,Individual,Manual,First Owner,27.3,1498,98.6,5,N,East,HONDA
4753,2014,420000,90000,Maryland,Waldorf,Diesel,Individual,Manual,First Owner,23.4,1248,74,5,N,East,MARUTI
4754,2014,229999,60000,Maryland,Waldorf,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,5,N,East,MARUTI
4755,2015,509999,100000,Maryland,Silver Spring,Diesel,Individual,Manual,Second Owner,23.59,1364,67.05,5,N,East,TOYOTA
4756,2013,500000,120000,Maryland,Silver Spring,Diesel,Individual,Manual,Third Owner,15.96,2523,62.1,9,N,East,MAHINDRA
4757,2017,370000,35000,Maryland,Silver Spring,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5,N,East,TATA
4758,2013,240000,44000,Maryland,Silver Spring,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,5,N,East,MARUTI
4759,2015,530000,100000,Maryland,Severna Park,Diesel,Individual,Manual,Second Owner,22.54,1396,88.73,5,N,East,HYUNDAI
4760,2015,1000000,133000,Maryland,Severna Park,Diesel,Individual,Manual,Second Owner,15.4,2179,120,7,N,East,MAHINDRA
4761,2018,1600000,35000,Maryland,Silver Spring,Diesel,Individual,Manual,Second Owner,13.68,2393,147.8,7,N,East,TOYOTA
4762,2012,570000,100000,Maryland,Camp Springs,Diesel,Individual,Manual,Second Owner,21.8,1461,78,5,N,East,RENAULT
4763,2013,350000,100000,Maryland,Camp Springs,Petrol,Individual,Manual,Second Owner,16.78,1496,88.73,5,N,East,TOYOTA
4764,2011,550000,80000,Maryland,Glen Burnie,Diesel,Individual,Manual,Second Owner,12.05,2179,120,9,N,East,MAHINDRA
4765,2014,550000,43011,Maryland,Glen Burnie,Petrol,Dealer,Manual,First Owner,18.88,999,123.37,5,N,East,FORD
4766,2015,600000,136000,Maryland,Hagerstown,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,5,N,East,RENAULT
4767,2005,250000,120000,Maryland,Dundalk,Diesel,Individual,Manual,Third Owner,16.4,1896,90,5,N,East,SKODA
4768,2005,130000,79000,Maryland,Dundalk,Diesel,Individual,Manual,Second Owner,13.1,1493,82,5,N,East,HYUNDAI
4769,2015,1000000,46000,Maryland,Dundalk,Diesel,Individual,Manual,First Owner,24.5,1498,98.6,7,N,East,HONDA
4770,2012,300000,70000,Maryland,Dundalk,LPG,Individual,Manual,First Owner,13.2,995,60.2,5,N,East,CHEVROLET
4771,2018,280000,50000,Maryland,Dundalk,Petrol,Individual,Manual,First Owner,22.7,799,53.64,5,N,East,DATSUN
4772,2011,350000,118000,Maryland,Dundalk,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9,5,N,East,MARUTI
4773,2014,110000,250000,Maryland,Odenton,Diesel,Individual,Manual,Second Owner,19.1,1405,70,5,N,East,TATA
4774,2018,980000,20000,Maryland,Dundalk,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,5,N,East,TATA
4775,2017,625000,25538,Montana,Kalispell,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5,Y,West,TOYOTA
4776,2018,600000,69779,Montana,Kalispell,Petrol,Dealer,Automatic,First Owner,22,1197,81.8,5,Y,West,MARUTI
4777,2019,5500000,8500,Montana,Kalispell,Diesel,Dealer,Automatic,First Owner,16.78,1995,190,5,Y,West,BMW
4778,2019,779000,7032,Montana,Kalispell,Petrol,Trustmark Dealer,Automatic,First Owner,19,1199,88.76,5,Y,West,HONDA
4779,2016,645000,11000,Montana,Kalispell,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5,Y,West,SKODA
4780,2015,550000,110000,Montana,Billings,Diesel,Individual,Manual,First Owner,26.59,1248,74,5,N,West,MARUTI
4781,2015,400000,30000,Montana,Billings,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5,N,West,MARUTI
4782,2014,545000,80000,Montana,Billings,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5,N,West,HYUNDAI
4783,2015,599000,70000,Montana,Billings,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,7,N,West,MARUTI
4784,2016,725000,100000,Montana,Billings,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5,N,West,HYUNDAI
4785,2015,525000,120000,Montana,Billings,Petrol,Individual,Manual,Second Owner,17.4,1497,117.3,5,N,West,HONDA
4786,2019,579000,10000,Montana,Bozeman,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5,N,West,MARUTI
4787,2014,500000,90000,Montana,Bozeman,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7,N,West,MAHINDRA
4788,2012,370000,210000,Montana,Bozeman,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,N,West,MARUTI
4789,2018,480000,20375,Montana,Bozeman,Petrol,Dealer,Manual,First Owner,20.89,1197,81.8,5,N,West,MARUTI
4790,2012,200000,30078,Montana,Bozeman,Petrol,Dealer,Manual,First Owner,15.3,1396,70,5,N,West,TATA
4791,2015,400000,49907,Montana,Bozeman,Petrol,Dealer,Manual,First Owner,21.63,998,67.04,5,N,West,MARUTI
4792,2018,320000,15000,Montana,Helena,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,N,West,MARUTI
4793,2015,750000,40000,Montana,Missoula,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,5,N,West,HONDA
4794,2017,370000,40000,Montana,Great Falls,Petrol,Individual,Manual,First Owner,19.49,1198,67.04,5,N,West,NISSAN
4795,2013,320000,60000,Montana,Great Falls,Petrol,Individual,Manual,Fourth & Above Owner,18.6,1197,85.8,5,N,West,MARUTI
4796,2013,420000,67000,Montana,Helena,Petrol,Individual,Manual,First Owner,18.6,1197,85.8,5,N,West,MARUTI
4797,2010,240000,60000,Montana,Helena,Petrol,Individual,Manual,Second Owner,17.5,1298,85.8,5,N,West,MARUTI
4798,2016,434999,50000,Montana,Helena,Petrol,Individual,Manual,Second Owner,18.16,1197,78.8,5,N,West,TOYOTA
4799,2006,125000,200000,Montana,Helena,Petrol,Individual,Automatic,Third Owner,13.1,1997,141.1,5,N,West,HONDA
4800,2016,400000,14000,Montana,Helena,Petrol,Individual,Manual,Second Owner,18.15,1198,82,6,N,West,MAHINDRA
4801,2016,2000000,68089,Montana,Butte,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5,N,West,TOYOTA
4802,2016,550000,56494,Montana,Bozeman,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,N,West,HONDA
4803,2013,750000,79328,Montana,Billings,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7,N,West,TOYOTA
4804,2019,779000,7032,Montana,Billings,Petrol,Trustmark Dealer,Automatic,First Owner,19,1199,88.76,5,N,West,HONDA
4805,2018,4000000,10000,Montana,Butte,Diesel,Dealer,Automatic,First Owner,22.48,1995,187.74,5,N,West,BMW
4806,2019,5200000,17000,Montana,Bozeman,Petrol,Dealer,Automatic,First Owner,15,1991,194.4,5,N,West,MERCEDES-BENZ
4807,2019,4500000,21000,Montana,Bozeman,Diesel,Dealer,Automatic,First Owner,12.83,1999,148.31,7,N,West,LAND
4808,2017,969999,26500,Montana,Bozeman,Diesel,Dealer,Manual,First Owner,17.6,2179,147.94,7,N,West,TATA
4809,2017,6000000,37000,Montana,Butte,Diesel,Dealer,Automatic,First Owner,13.5,2987,254.79,5,N,West,MERCEDES-BENZ
4810,2016,475000,45629,Montana,Butte,Petrol,Trustmark Dealer,Automatic,First Owner,18.9,1197,81.86,5,N,West,HYUNDAI
4811,2019,1125000,3500,Montana,Bozeman,Petrol,Dealer,Automatic,First Owner,18.15,998,118.35,5,N,West,HYUNDAI
4812,2017,1650000,52000,Montana,Bozeman,Petrol,Dealer,Automatic,First Owner,12,2354,187.4,5,N,West,HONDA
4813,2019,3800000,20000,Arkansas,Little Rock,Diesel,Individual,Automatic,First Owner,18,1969,190,5,Y,South,VOLVO
4814,2016,2000000,68089,Arkansas,North Little Rock,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5,Y,South,TOYOTA
4815,2013,225000,58343,Arkansas,Little Rock,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5,Y,South,MARUTI
4816,2018,740000,38817,Arkansas,Pine Bluff,Diesel,Dealer,Manual,First Owner,27.39,1248,74,5,Y,South,MARUTI
4817,2016,550000,56494,Arkansas,North Little Rock,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,Y,South,HONDA
4818,2013,750000,79328,Arkansas,Paragould,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7,Y,South,TOYOTA
4819,2019,650000,5621,Arkansas,Paragould,Petrol,Trustmark Dealer,Automatic,First Owner,22,1197,81.8,5,Y,South,MARUTI
4820,2017,625000,25538,Arkansas,Pine Bluff,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5,Y,South,TOYOTA
4821,2018,600000,69779,Arkansas,Paragould,Petrol,Dealer,Automatic,First Owner,22,1197,81.8,5,Y,South,MARUTI
4822,2017,450000,56290,Arkansas,Paragould,Diesel,Dealer,Manual,First Owner,24,1186,73.97,5,Y,South,HYUNDAI
4823,2019,5400000,7500,Arkansas,North Little Rock,Diesel,Dealer,Automatic,First Owner,16.78,1995,190,5,Y,South,BMW
4824,2019,5500000,8500,Arkansas,North Little Rock,Diesel,Dealer,Automatic,First Owner,16.78,1995,190,5,Y,South,BMW
4825,2019,779000,7032,Arkansas,North Little Rock,Petrol,Trustmark Dealer,Automatic,First Owner,19,1199,88.76,5,Y,South,HONDA
4826,2016,645000,11000,Arkansas,Paragould,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5,Y,South,SKODA
4827,2018,2475000,2000,Arkansas,Paragould,Diesel,Dealer,Automatic,First Owner,16.8,1984,150,5,Y,South,VOLVO
4828,2017,385000,155000,Arkansas,North Little Rock,Diesel,Individual,Manual,First Owner,25,1396,69.01,5,Y,South,TATA
